"WeatherDetailsId"|"WeatherDetailsCity"|"WeatherDetailsState"|"WeatherDetailsCounty"|"WeatherDetailsStateFIPS"|"WeatherDetailsCountyFIPS"|"WeatherDetailsStationID"|"WeatherDetailsMaxTempFahrenheit"|"WeatherDetailsMinTempFahrenheit"|"WeatherDetailsAvgTempFahrenheit"|"WeatherDetailsDewPointFahrenheit"|"WeatherDetailsPressureIn"|"WeatherDetailsPrecipitationInch"|"WeatherDetailsSnowfallInch"|"WeatherDetailsThunderstormsDays"|"WeatherDetailsHeavyFogMiles"|"WeatherDetailsWindSpeedMph"|"WeatherDetailsHeatingDegreeDays"|"WeatherDetailsColdDegreeDays"|"WeatherDetailsYear"|"WeatherDetailsMonth"
"3206058"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"79.8"|"58.8"|"69.3"|"56.6"|"28.56"|"4.01"|""|"3"|"1"|"10.4"|"0.5"|"5.1"|"2007"|"6"
"3206059"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"42.2"|"27"|"34.6"|"27.1"|"28.57"|"2.32"|""|"2"|"2"|"11.4"|"30.1"|"0"|"2008"|"11"
"3206060"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"69.8"|"48.5"|"59.2"|"45.2"|"28.56"|"2.06"|""|"2"|"1"|"11.3"|"7.9"|"2.2"|"2010"|"5"
"3206061"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"64.5"|"41.5"|"53"|"38.6"|"28.59"|"0.29"|""|"0"|"0"|"11"|"12.5"|"0.8"|"2011"|"10"
"3206062"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"47.8"|"32.6"|"40.2"|"31.9"|"28.54"|"6.8"|""|"1"|"0"|"13.3"|"24.5"|"0"|"2013"|"4"
"3206063"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"70"|"49.5"|"59.8"|"51.3"|"28.66"|"3.54"|"0"|"2"|"0"|"9.2"|"6"|"1"|"2014"|"9"
"3206064"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"94994"|"26.5"|"6.7"|"16.6"|"10.4"|"29.38"|"0.79"|""|"0"|"4"|"5.4"|"47.3"|"0"|"2013"|"12"
"3206100"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|""|""|""|"62.1"|""|"14.08"|""|"7"|"2"|"7.9"|"0.5"|"5.5"|"2007"|"8"
"3206101"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"29"|"12.4"|"20.7"|"14.3"|"28.64"|"0.69"|""|"0"|"3"|"13.9"|"44"|"0"|"2009"|"2"
"3206102"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"81.8"|"63.5"|"72.7"|"65"|"28.56"|"4.98"|""|"2"|"2"|"7.9"|"0"|"7.9"|"2010"|"7"
"3206103"|"Whalan"|"MN"|"Fillmore"|"27"|"045"|"14925"|"31.1"|"14.4"|"22.8"|"17.1"|"28.52"|"0.62"|""|"0"|"2"|"13.5"|"42"|"0"|"2012"|"1"
"2298206"|"Leola"|"WI"|"Adams"|"55"|"001"|"4826"|"30.1"|"18"|"24.1"|"19.3"|"29.05"|"1.29"|""|"0"|"6"|"6.5"|"40.7"|"0"|"2014"|"12"
"3205982"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"41.8"|"25.7"|"33.8"|"21.7"|"29.02"|"0.11"|""|"0"|"2"|"9.2"|"30.4"|"0"|"2007"|"11"
"3205983"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"71.2"|"48.5"|"59.9"|"38.8"|"28.92"|"0.66"|""|"1"|"0"|"9.6"|"5.9"|"1.1"|"2009"|"5"
"3205984"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"63.5"|"42.8"|"53.2"|"39.1"|"28.84"|"1.65"|""|"0"|"1"|"7.5"|"12.1"|"0.2"|"2010"|"10"
"3205985"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"60.7"|"41.1"|"50.9"|"34.6"|"28.95"|"3.21"|""|"2"|"0"|"9.1"|"13.8"|"0"|"2012"|"4"
"3205986"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"78"|"56.1"|"67.1"|"54.6"|"28.94"|"1.51"|""|"0"|"1"|"8.3"|"2.2"|"4.4"|"2013"|"9"
"3205987"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"45.5"|"25"|"35.3"|"21.3"|"29.08"|"0.53"|""|"0"|"2"|"9.6"|"29.5"|"0"|"2015"|"3"
"3206025"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"22.7"|"6.2"|"14.5"|"7.7"|"28.98"|"0.17"|""|"0"|"2"|"7.7"|"50.2"|"0"|"2008"|"2"
"3206026"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"78.8"|"59"|"68.9"|"53.9"|"28.94"|"2.02"|""|"0"|"0"|"7.3"|"0.5"|"4.6"|"2009"|"7"
"3206027"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"18.2"|"3.8"|"11"|"5.7"|"29.03"|"0.34"|""|"0"|"1"|"6.5"|"53.7"|"0"|"2011"|"1"
"3206028"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"82.4"|"61.1"|"71.8"|"56.4"|"28.85"|"4.39"|""|"4"|"0"|"7.9"|"0.4"|"7.4"|"2012"|"6"
"3206029"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"41.5"|"24.4"|"33"|"23.3"|"29.07"|"0.42"|""|"0"|"1"|"9.6"|"31.8"|"0"|"2013"|"11"
"3206030"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"68.3"|"48.7"|"58.5"|"46"|"28.98"|"2.76"|""|"3"|"0"|"9.6"|"7"|"0.7"|"2015"|"5"
"3206065"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"83.1"|"60.1"|"71.6"|"56.8"|"28.97"|"2.14"|""|"5"|"0"|"6.8"|"0"|"6.9"|"2008"|"8"
"3206066"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"27.4"|"8.7"|"18.1"|"9"|"29.08"|"0.25"|""|"0"|"2"|"6.1"|"46.6"|"0"|"2010"|"2"
"3206067"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"87.7"|"68.9"|"78.3"|"66.9"|"28.9"|"4.87"|""|"6"|"1"|"6.6"|"0"|"13.5"|"2011"|"7"
"3206068"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"25.2"|"8.9"|"17.1"|"9.6"|"29.02"|"0.64"|""|"0"|"3"|"9"|"47.8"|"0"|"2013"|"1"
"3206069"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"78.6"|"60.9"|"69.8"|"58.9"|"28.84"|"9.62"|""|"8"|"1"|"7.9"|"0.4"|"5.4"|"2014"|"6"
"3206070"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94971"|"22.9"|"7.5"|"15.2"|"11.5"|"28.66"|"0.48"|""|"0"|"3"|"12.6"|"49.6"|"0"|"2010"|"12"
"3206106"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|""|""|""|"47.1"|""|"1.41"|""|"1"|"1"|"10.2"|"3.9"|"2.5"|"2007"|"5"
"3206107"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"59.8"|"39.9"|"49.9"|"37.5"|"29.09"|"1.47"|""|"0"|"1"|"8.1"|"15"|"0.2"|"2008"|"10"
"3206108"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"65.9"|"43.9"|"54.9"|"34.1"|"28.84"|"3.14"|""|"0"|"0"|"8.4"|"9.9"|"0"|"2010"|"4"
"3206109"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"72.5"|"52.2"|"62.4"|"49.4"|"29.02"|"0.3"|""|"0"|"2"|"7.1"|"5.1"|"2.8"|"2011"|"9"
"3206110"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"33.7"|"17.8"|"25.8"|"17"|"29.06"|"1.27"|""|"0"|"1"|"8.4"|"39.1"|"0"|"2013"|"3"
"3206111"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"82.7"|"63.8"|"73.2"|"62.5"|"28.95"|"4.43"|""|"3"|"0"|"5.9"|"0"|"8.5"|"2014"|"8"
"3206112"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94971"|"31.3"|"13"|"22.2"|"17.7"|"28.56"|"0.81"|""|"0"|"4"|"11.2"|"42.6"|"0"|"2012"|"12"
"663"|""|"AL"|"Jackson"|"01"|"071"|"3856"|"93.3"|"73.5"|"83.4"|"70.9"|"29.31"|"5.82"|""|"5"|"0"|"5.1"|"0"|"18.6"|"2015"|"7"
"664"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"59"|"36.7"|"47.8"|""|""|"4.11"|""|"0"|"0"|""|"16.9"|"0"|"2010"|"3"
"665"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"79"|"57.2"|"68.1"|""|""|"12.05"|""|"0"|"0"|""|"0.9"|"4.1"|"2011"|"9"
"666"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"53.1"|"32.4"|"42.7"|""|""|"4.14"|""|"0"|"0"|""|"22.1"|"0"|"2013"|"2"
"667"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"86.8"|"65.5"|"76.2"|""|""|"6.13"|""|"0"|"0"|""|"0"|"11.5"|"2014"|"8"
"707"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"63.3"|"39.6"|"51.4"|""|""|"7.1"|""|"0"|"0"|""|"13.4"|"0.1"|"2011"|"11"
"708"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"71.6"|"46.6"|"59.1"|""|""|"5.06"|""|"0"|"0"|""|"6.9"|"1.1"|"2013"|"4"
"709"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"74.1"|"49.9"|"62"|""|""|"7.44"|""|"0"|"0"|""|"4.9"|"2.3"|"2014"|"10"
"746"|""|"AL"|"Jackson"|"01"|"071"|"63896"|"73.6"|"49.9"|"61.8"|""|""|"6.35"|""|"0"|"0"|""|"4.2"|"1.2"|"2015"|"4"
"2292842"|"Linden"|"IA"|"Dallas"|"19"|"049"|"14933"|"84.5"|"66.3"|"75.4"|"64.1"|"28.91"|"8.19"|""|"16"|"0"|"7.4"|"0"|"10.6"|"2008"|"7"
"3206147"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"84.3"|"63"|"73.7"|"59.1"|"28.89"|"3.23"|""|"4"|"1"|"6.9"|"0"|"8.9"|"2008"|"7"
"3206148"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"19.5"|"4.7"|"12.1"|"6"|"29.09"|"0.38"|""|"0"|"3"|"7.2"|"52.7"|"0"|"2010"|"1"
"3206149"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"78.1"|"59.9"|"69"|"56.8"|"28.84"|"4.3"|""|"2"|"0"|"8.5"|"1.1"|"5.3"|"2011"|"6"
"3206150"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"46.2"|"29"|"37.6"|"27.2"|"29.06"|"0.46"|""|"1"|"0"|"8.3"|"27.2"|"0"|"2012"|"11"
"3206151"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"69.2"|"49.4"|"59.3"|"44.5"|"28.92"|"4.49"|""|"4"|"0"|"8.2"|"7.4"|"1.9"|"2014"|"5"
"3206152"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94971"|"21.8"|"5.9"|"13.9"|"9.8"|"28.59"|"0.2"|""|"0"|"5"|"12.6"|"50.9"|"0"|"2009"|"12"
"3206161"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|""|""|""|"59.3"|""|"6.9"|""|"2"|"2"|"6.4"|"0.4"|"6.5"|"2007"|"8"
"3206162"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"28.9"|"11.5"|"20.2"|"12.1"|"29.05"|"0.72"|""|"0"|"2"|"8.8"|"44.5"|"0"|"2009"|"2"
"3206163"|"Wheatland Township"|"MN"|"Rice"|"27"|"131"|"94963"|"85.2"|"66"|"75.6"|"62.5"|"28.9"|"3.21"|""|"4"|"0"|"6.8"|"0"|"10.8"|"2010"|"7"
"2298111"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|""|""|""|"59"|""|"2.39"|""|"5"|"2"|"6"|"0.6"|"5.4"|"2007"|"7"
"2298112"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|"17.7"|"-2.6"|"7.6"|"2.5"|"29.23"|"1.09"|""|"0"|"0"|"7.9"|"57.2"|"0"|"2009"|"1"
"2298113"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|"74.1"|"56.5"|"65.3"|"57.5"|"29.16"|"6.73"|""|"2"|"0"|"6.6"|"1.6"|"2.2"|"2010"|"6"
"2298114"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|"46.3"|"32.3"|"39.3"|"31.3"|"29.2"|"3.09"|""|"1"|"0"|"8.6"|"25.5"|"0"|"2011"|"11"
"2298115"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|"66.9"|"45.7"|"56.3"|"45.3"|"29.23"|"3.71"|""|"0"|"0"|"9.8"|"9.5"|"1.1"|"2013"|"5"
"2298116"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|"56.3"|"39.7"|"48"|"40.1"|"29.13"|"2.51"|" T"|"0"|"0"|"8.9"|"16.8"|"0"|"2014"|"10"
"2298117"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"94855"|"32.5"|"21.4"|"27"|"22"|"29.23"|"1.14"|""|"0"|"5"|"7.4"|"37.8"|"0"|"2014"|"12"
"2298142"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"14898"|"67.2"|"46"|"56.6"|"45.6"|"29.22"|"2.92"|""|"2"|"0"|"8.5"|"8.7"|"0.5"|"2014"|"5"
"2298143"|"Ledgeview"|"WI"|"Brown"|"55"|"009"|"94855"|"28.3"|"14.5"|"21.4"|"15"|"29.08"|"1.29"|""|"0"|"0"|"8.5"|"42.9"|"0"|"2009"|"12"
"431"|""|"AL"|"Cleburne"|"01"|"029"|"13871"|"62.7"|"36"|"49.4"|"37.1"|"29.47"|"2.42"|""|"0"|"1"|"4.9"|"15.6"|"0"|"2008"|"11"
"432"|""|"AL"|"Cleburne"|"01"|"029"|"13871"|"93.7"|"72.1"|"82.9"|"70.3"|"29.4"|"5.95"|""|"7"|"1"|"3.7"|"0"|"18.1"|"2010"|"7"
"433"|""|"AL"|"Cleburne"|"01"|"029"|"13871"|"62.3"|"40.3"|"51.3"|"39.8"|"29.48"|"1.89"|""|"0"|"3"|"5.1"|"13.7"|"0.2"|"2012"|"2"
"434"|""|"AL"|"Cleburne"|"01"|"029"|"13871"|"84.6"|"63.8"|"74.2"|"64.1"|"29.38"|"2.71"|""|"1"|"1"|"3.3"|"0"|"9.5"|"2013"|"9"
"435"|""|"AL"|"Cleburne"|"01"|"029"|"13871"|"75.6"|"54.8"|"65.2"|"54.1"|"29.36"|"8.26"|""|"5"|"1"|"5.3"|"2.1"|"2.5"|"2015"|"4"
"5298278"|"Horner"|"WV"|"Lewis"|"54"|"041"|"3802"|"65.1"|"40.9"|"53"|"39.5"|"28.69"|"4.42"|""|"0"|"0"|"6.4"|"12.6"|"1.1"|"2009"|"4"
"5298279"|"Horner"|"WV"|"Lewis"|"54"|"041"|"3802"|"85.6"|"62.6"|"74.1"|""|"28.74"|"1.48"|""|"1"|"1"|"3.1"|"0"|"9.3"|"2010"|"8"
"5298280"|"Horner"|"WV"|"Lewis"|"54"|"041"|"3802"|"48"|"30.7"|"39.4"|"30.5"|"28.87"|"4.39"|""|"0"|"0"|"4.4"|"25.4"|"0"|"2011"|"12"
"5300411"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"69.6"|"44.2"|"56.9"|""|""|"2.1"|""|"0"|"0"|""|""|""|"2010"|"4"
"5300412"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"63.9"|"40.8"|"52.4"|""|""|"3.2"|""|"0"|"0"|""|"12.4"|"0"|"2011"|"10"
"5300417"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"88.9"|"69"|"79"|"62.2"|"29.31"|"1.67"|""|"1"|"0"|"5.1"|"0"|"14.2"|"2008"|"8"
"5300418"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"42.4"|"26.5"|"34.5"|"24.1"|"29.39"|"2.77"|""|"0"|"2"|"6.1"|"30.3"|"0"|"2010"|"2"
"5300419"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"94.1"|"75"|"84.6"|"69.9"|"29.36"|"0.92"|""|"5"|"0"|"4.3"|"0"|"18.1"|"2011"|"7"
"5300420"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"50.8"|"33.2"|"42"|"31.8"|"29.54"|"7.15"|""|"0"|"1"|"7.4"|"22.9"|"0.1"|"2013"|"1"
"5300421"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"87.4"|"68.3"|"77.9"|"66.9"|"29.34"|"5.73"|""|"3"|"1"|"5.3"|"0"|"13.1"|"2014"|"6"
"5300422"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"63894"|"55.2"|"34.9"|"45"|""|""|"6.8"|""|"0"|"0"|""|"19.6"|"0"|"2011"|"12"
"5300423"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|""|""|""|""|""|""|""|"0"|"0"|""|"32.8"|"0"|"2009"|"1"
"5300424"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"82.8"|"63.1"|"73"|""|""|"2.74"|""|"0"|"0"|""|"0"|"8.2"|"2010"|"6"
"5300425"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"50.7"|"32.4"|"41.5"|""|""|"6.82"|""|"0"|"0"|""|"23.3"|"0"|"2011"|"12"
"5300426"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"70.9"|"50.4"|"60.7"|""|""|"7.76"|""|"0"|"0"|""|"5.2"|"1.2"|"2013"|"5"
"5300427"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"49.4"|"29.5"|"39.5"|""|""|"4.39"|""|"0"|"0"|""|"25.4"|"0"|"2014"|"11"
"5300433"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|""|""|""|""|""|""|""|"0"|"0"|""|"7"|"2"|"2009"|"4"
"5300434"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|"77.7"|"41.9"|"59.8"|""|""|"1.82"|""|"0"|"0"|""|"5.6"|"0.7"|"2010"|"10"
"5300435"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|"74.5"|"47.3"|"60.8"|""|""|"5.17"|""|"0"|"0"|""|"5.2"|"1.3"|"2012"|"3"
"5300436"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|"85.4"|"59.3"|"72.4"|""|""|"5.2"|""|"0"|"0"|""|"0.2"|"7.8"|"2013"|"9"
"5300437"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|"62"|"38.3"|"50.1"|""|""|"6.4"|""|"0"|"0"|""|"14.6"|"0"|"2015"|"3"
"5300451"|"Shiloh"|"TN"|"Hardin"|"47"|"071"|"3811"|"43.6"|"25.3"|"34.5"|"25.6"|"29.6"|"2.51"|""|"1"|"0"|"5.5"|"30.3"|"0"|"2010"|"2"
"5300452"|"Shiloh"|"TN"|"Hardin"|"47"|"071"|"3811"|"92.4"|"71.4"|"81.9"|"73"|"29.52"|"2.94"|""|"4"|"2"|"3.2"|"0"|"17.2"|"2011"|"7"
"5300453"|"Shiloh"|"TN"|"Hardin"|"47"|"071"|"3811"|"51.9"|"32.2"|"42.1"|"33.3"|"29.74"|"8.15"|""|"1"|"0"|"7.2"|"23.2"|"0.1"|"2013"|"1"
"5300454"|"Shiloh"|"TN"|"Hardin"|"47"|"071"|"3811"|"86.1"|"67.8"|"77"|"67.7"|"29.52"|"9.66"|""|"5"|"1"|"5.8"|"0"|"12.1"|"2014"|"6"
"5300455"|"Shiloh"|"TN"|"Hardin"|"47"|"071"|"63894"|"55.2"|"34.9"|"45"|""|""|"6.8"|""|"0"|"0"|""|"19.6"|"0"|"2011"|"12"
"5300462"|"Lutts"|"TN"|"Wayne"|"47"|"181"|"13896"|"91.5"|"64.1"|"77.8"|"60.2"|"29.38"|"1.57"|""|"3"|"0"|"4.4"|"0"|"13.1"|"2012"|"6"
"5300463"|"Lutts"|"TN"|"Wayne"|"47"|"181"|"63894"|""|""|""|""|""|"7.82"|""|"0"|"0"|""|"0.4"|"8.3"|"2009"|"9"
"5300464"|"Lutts"|"TN"|"Wayne"|"47"|"181"|"63894"|"62.6"|"42.4"|"52.5"|""|""|"6.73"|""|"0"|"0"|""|"12.3"|"0.2"|"2011"|"3"
"5300465"|"Lutts"|"TN"|"Wayne"|"47"|"181"|"63894"|"62.6"|"34.3"|"48.5"|""|""|"1.29"|""|"0"|"0"|""|"16.2"|"0"|"2012"|"11"
"5300466"|"Lutts"|"TN"|"Wayne"|"47"|"181"|"63894"|"79.9"|"56.9"|"68.4"|""|""|"3.72"|""|"0"|"0"|""|"1.9"|"5.5"|"2014"|"5"
"5300472"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|""|""|""|"63.2"|""|""|""|"4"|"0"|"5.7"|"0"|"15.3"|"2007"|"7"
"5300473"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"44.6"|"25.7"|"35.2"|"24.7"|"29.45"|"4.59"|""|"0"|"1"|"6.9"|"29.6"|"0"|"2009"|"1"
"5300474"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"91.5"|"70.2"|"80.9"|"68.3"|"29.34"|"4.96"|""|"6"|"0"|"5"|"0"|"16"|"2010"|"6"
"5300475"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"63.1"|"41.6"|"52.4"|"40.7"|"29.45"|"6.34"|""|"1"|"1"|"8.2"|"12.9"|"0.2"|"2011"|"11"
"5300476"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"78.3"|"56.5"|"67.4"|"54.9"|"29.39"|"2.77"|""|"1"|"1"|"6.7"|"2.3"|"5"|"2013"|"5"
"5300477"|"Williamsport"|"TN"|"Maury"|"47"|"119"|"13897"|"72.9"|"50.6"|"61.8"|"51.9"|"29.35"|"8.44"|" T"|"6"|"2"|"6.2"|"4.8"|"2"|"2014"|"10"
"5300478"|"Alpine"|"TN"|"Overton"|"47"|"133"|"3847"|""|""|""|"62.7"|""|"4.8"|""|"6"|"4"|"3.4"|"0"|"9.1"|"2007"|"7"
"5300479"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|""|""|""|""|""|""|""|"0"|"0"|""|""|""|"2009"|"5"
"5300480"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"57.9"|"35.2"|"46.6"|""|""|"7.01"|""|"0"|"0"|""|"18.2"|"0"|"2010"|"11"
"5300481"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"67.6"|"44.8"|"56.2"|""|""|"3.1"|""|"0"|"0"|""|"8.8"|"0.3"|"2012"|"4"
"5300482"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"65.4"|"44.5"|"55"|""|""|"1.16"|""|"0"|"0"|""|"10.1"|"0.3"|"2013"|"10"
"5300483"|"Alpine"|"TN"|"Overton"|"47"|"133"|"63855"|"66.3"|"46.3"|"56.3"|""|""|"4.96"|""|"0"|"0"|""|"8.6"|"0.2"|"2015"|"4"
"5300910"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|""|""|""|""|""|""|""|"0"|"0"|""|"8"|"0.4"|"2009"|"10"
"5300911"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|"63.9"|"41"|"52.5"|""|""|"4.44"|""|"0"|"0"|""|"12.8"|"0.5"|"2011"|"3"
"5300912"|"Etta"|"MS"|"Union"|"28"|"145"|"23803"|"82.2"|"57.9"|"70.1"|""|""|"4.89"|""|"0"|"0"|""|"1.3"|"6.7"|"2012"|"9"
